473,3063,Gold,30-11-2021
829,6255,Gold,30-11-2021
310,1947,Silver,30-11-2021
76,464,Gold,30-11-2021
573,3638,Gold,30-11-2021
240,1459,Gold,30-11-2021
728,4725,Gold,30-11-2021
924,7862,Gold,30-11-2021
486,3128,Diamond,30-11-2021
1081,10696,Gold,30-11-2021
753,4974,Gold,30-11-2021
442,2796,Gold,30-11-2021
125,694,Diamond,30-11-2021
674,4360,Gold,30-11-2021
322,2063,Gold,30-11-2021
685,4467,Gold,30-11-2021
635,4083,Gold,30-11-2021
